   列号   行号   纬度   经度
    533    535  30.56  50.44
    533    536  30.56  50.52
    533    537  30.56  50.59
    533    538  30.55  50.67
    533    539  30.55  50.74
    533    540  30.54  50.82
    533    541  30.54  50.89
    533    542  30.54  50.97
    533    543  30.53  51.04
    533    544  30.53  51.11
    533    545  30.52  51.19
    533    546  30.52  51.26
    533    547  30.52  51.34
    533    548  30.51  51.41
    533    549  30.51  51.48
    533    550  30.51  51.56
    534    451  30.89  43.65
    534    452  30.89  43.74
    534    453  30.88  43.83
    534    454  30.88  43.92
    534    455  30.87  44.00
    534    456  30.87  44.09
    534    457  30.86  44.18
    534    458  30.85  44.27
    534    459  30.85  44.35
    534    460  30.84  44.44
    534    461  30.84  44.53
    534    462  30.83  44.61
    534    463  30.83  44.70
    534    464  30.82  44.78
    534    465  30.82  44.87
    534    466  30.81  44.96
    534    467  30.81  45.04
    534    468  30.80  45.13
    534    469  30.80  45.21
    534    470  30.79  45.30
    534    471  30.79  45.38
    534    472  30.78  45.46
    534    473  30.78  45.55
    534    474  30.77  45.63
    534    475  30.77  45.72
    534    476  30.76  45.80
    534    477  30.76  45.88
    534    478  30.75  45.97
    534    479  30.75  46.05
    534    480  30.74  46.13
    534    481  30.74  46.22
    534    482  30.73  46.30
    534    483  30.73  46.38
    534    484  30.73  46.46
    534    485  30.72  46.55
    534    486  30.72  46.63
    534    487  30.71  46.71
    534    488  30.71  46.79
    534    489  30.70  46.87
    534    490  30.70  46.96
    534    491  30.69  47.04
    534    492  30.69  47.12
    534    493  30.68  47.20
    534    494  30.68  47.28
    534    495  30.67  47.36
    534    496  30.67  47.44
    534    497  30.67  47.52
    534    498  30.66  47.60
    534    499  30.66  47.68
    534    500  30.65  47.76
    534    501  30.65  47.84
    534    502  30.64  47.92
    534    503  30.64  48.00
    534    504  30.63  48.08
    534    505  30.63  48.16
    534    506  30.63  48.24
    534    507  30.62  48.32
    534    508  30.62  48.40
    534    509  30.61  48.47
    534    510  30.61  48.55
    534    511  30.60  48.63
    534    512  30.60  48.71
    534    513  30.60  48.79
    534    514  30.59  48.86
    534    515  30.59  48.94
    534    516  30.58  49.02
    534    517  30.58  49.10
    534    518  30.57  49.18
    534    519  30.57  49.25
    534    520  30.57  49.33
    534    521  30.56  49.41
    534    522  30.56  49.48
    534    523  30.55  49.56
    534    524  30.55  49.64
    534    525  30.54  49.71
    534    526  30.54  49.79
    534    527  30.54  49.87
    534    528  30.53  49.94
    534    529  30.53  50.02
    534    530  30.52  50.09
    534    531  30.52  50.17
    534    532  30.52  50.25
    534    533  30.51  50.32
    534    534  30.51  50.40
    534    535  30.50  50.47
    534    536  30.50  50.55
    534    537  30.50  50.62
    534    538  30.49  50.70
    534    539  30.49  50.77
    534    540  30.48  50.85
    534    541  30.48  50.92
    534    542  30.48  51.00
    534    543  30.47  51.07
    534    544  30.47  51.14
    534    545  30.47  51.22
    534    546  30.46  51.29
    534    547  30.46  51.37
    534    548  30.45  51.44
    534    549  30.45  51.51
    534    550  30.45  51.59
    535    451  30.83  43.69
    535    452  30.83  43.78
    535    453  30.82  43.87
    535    454  30.81  43.96
    535    455  30.81  44.05
    535    456  30.80  44.13
    535    457  30.80  44.22
    535    458  30.79  44.31
    535    459  30.79  44.39
    535    460  30.78  44.48
    535    461  30.78  44.57
    535    462  30.77  44.65
    535    463  30.77  44.74
    535    464  30.76  44.82
    535    465  30.76  44.91
    535    466  30.75  44.99
    535    467  30.75  45.08
    535    468  30.74  45.16
    535    469  30.74  45.25
    535    470  30.73  45.33
    535    471  30.73  45.42
    535    472  30.72  45.50
    535    473  30.72  45.59
    535    474  30.71  45.67
    535    475  30.71  45.75
    535    476  30.70  45.84
    535    477  30.70  45.92
    535    478  30.69  46.00
    535    479  30.69  46.09
    535    480  30.68  46.17
    535    481  30.68  46.25
    535    482  30.67  46.34
    535    483  30.67  46.42
    535    484  30.66  46.50
    535    485  30.66  46.58
    535    486  30.66  46.66
    535    487  30.65  46.75
    535    488  30.65  46.83
    535    489  30.64  46.91
    535    490  30.64  46.99
    535    491  30.63  47.07
    535    492  30.63  47.15
    535    493  30.62  47.23
    535    494  30.62  47.31
    535    495  30.61  47.40
    535    496  30.61  47.48
    535    497  30.61  47.56
    535    498  30.60  47.64
    535    499  30.60  47.72
    535    500  30.59  47.80
    535    501  30.59  47.88
    535    502  30.58  47.95
    535    503  30.58  48.03
    535    504  30.57  48.11
    535    505  30.57  48.19
    535    506  30.57  48.27
    535    507  30.56  48.35
    535    508  30.56  48.43
    535    509  30.55  48.51
    535    510  30.55  48.59
    535    511  30.54  48.66
    535    512  30.54  48.74
    535    513  30.54  48.82
    535    514  30.53  48.90
    535    515  30.53  48.98
    535    516  30.52  49.05
    535    517  30.52  49.13
    535    518  30.51  49.21
    535    519  30.51  49.28
    535    520  30.51  49.36
    535    521  30.50  49.44
    535    522  30.50  49.52
    535    523  30.49  49.59
    535    524  30.49  49.67
    535    525  30.49  49.75
    535    526  30.48  49.82
    535    527  30.48  49.90
    535    528  30.47  49.97
    535    529  30.47  50.05
    535    530  30.46  50.13
    535    531  30.46  50.20
    535    532  30.46  50.28
    535    533  30.45  50.35
    535    534  30.45  50.43
    535    535  30.44  50.50
    535    536  30.44  50.58
    535    537  30.44  50.65
    535    538  30.43  50.73
    535    539  30.43  50.80
    535    540  30.43  50.88
    535    541  30.42  50.95
    535    542  30.42  51.03
    535    543  30.41  51.10
    535    544  30.41  51.17
    535    545  30.41  51.25
    535    546  30.40  51.32
    535    547  30.40  51.40
    535    548  30.39  51.47
    535    549  30.39  51.54
    535    550  30.39  51.62
    536    451  30.77  43.74
    536    452  30.76  43.82
    536    453  30.76  43.91
    536    454  30.75  44.00
    536    455  30.75  44.09
    536    456  30.74  44.17
    536    457  30.74  44.26
    536    458  30.73  44.35
    536    459  30.73  44.43
    536    460  30.72  44.52
    536    461  30.72  44.61
    536    462  30.71  44.69
    536    463  30.71  44.78
    536    464  30.70  44.86
    536    465  30.70  44.95
    536    466  30.69  45.03
    536    467  30.69  45.12
    536    468  30.68  45.20
    536    469  30.68  45.29
    536    470  30.67  45.37
    536    471  30.67  45.46
    536    472  30.66  45.54
    536    473  30.66  45.62
    536    474  30.65  45.71
    536    475  30.65  45.79
    536    476  30.64  45.88
    536    477  30.64  45.96
    536    478  30.63  46.04
    536    479  30.63  46.13
    536    480  30.62  46.21
    536    481  30.62  46.29
    536    482  30.61  46.37
    536    483  30.61  46.46
    536    484  30.60  46.54
    536    485  30.60  46.62
    536    486  30.60  46.70
    536    487  30.59  46.78
    536    488  30.59  46.86
    536    489  30.58  46.95
    536    490  30.58  47.03
    536    491  30.57  47.11
    536    492  30.57  47.19
    536    493  30.56  47.27
    536    494  30.56  47.35
    536    495  30.55  47.43
    536    496  30.55  47.51
    536    497  30.54  47.59
    536    498  30.54  47.67
    536    499  30.54  47.75
    536    500  30.53  47.83
    536    501  30.53  47.91
    536    502  30.52  47.99
    536    503  30.52  48.07
    536    504  30.51  48.15
    536    505  30.51  48.23
    536    506  30.51  48.30
    536    507  30.50  48.38
    536    508  30.50  48.46
    536    509  30.49  48.54
    536    510  30.49  48.62
    536    511  30.48  48.70
    536    512  30.48  48.77
    536    513  30.48  48.85
    536    514  30.47  48.93
    536    515  30.47  49.01
    536    516  30.46  49.09
    536    517  30.46  49.16
    536    518  30.45  49.24
    536    519  30.45  49.32
    536    520  30.45  49.39
    536    521  30.44  49.47
    536    522  30.44  49.55
    536    523  30.43  49.62
    536    524  30.43  49.70
    536    525  30.43  49.78
    536    526  30.42  49.85
    536    527  30.42  49.93
    536    528  30.41  50.00
    536    529  30.41  50.08
    536    530  30.41  50.16
    536    531  30.40  50.23
    536    532  30.40  50.31
    536    533  30.39  50.38
    536    534  30.39  50.46
    536    535  30.39  50.53
    536    536  30.38  50.61
    536    537  30.38  50.68
    536    538  30.37  50.76
    536    539  30.37  50.83
    536    540  30.37  50.91
    536    541  30.36  50.98
    536    542  30.36  51.06
    536    543  30.35  51.13
    536    544  30.35  51.20
    536    545  30.35  51.28
    536    546  30.34  51.35
    536    547  30.34  51.43
    536    548  30.34  51.50
    536    549  30.33  51.57
    536    550  30.33  51.65
    537    451  30.71  43.78
    537    452  30.70  43.86
    537    453  30.70  43.95
    537    454  30.69  44.04
    537    455  30.69  44.13
    537    456  30.68  44.21
    537    457  30.68  44.30
    537    458  30.67  44.39
    537    459  30.67  44.47
    537    460  30.66  44.56
    537    461  30.66  44.64
    537    462  30.65  44.73
    537    463  30.65  44.82
    537    464  30.64  44.90
    537    465  30.64  44.99
    537    466  30.63  45.07
    537    467  30.63  45.16
    537    468  30.62  45.24
    537    469  30.62  45.33
    537    470  30.61  45.41
    537    471  30.61  45.49
    537    472  30.60  45.58
    537    473  30.60  45.66
    537    474  30.59  45.75
    537    475  30.59  45.83
    537    476  30.58  45.91
    537    477  30.58  46.00
    537    478  30.57  46.08
    537    479  30.57  46.16
    537    480  30.56  46.24
    537    481  30.56  46.33
    537    482  30.55  46.41
    537    483  30.55  46.49
    537    484  30.54  46.57
    537    485  30.54  46.66
    537    486  30.53  46.74
    537    487  30.53  46.82
    537    488  30.53  46.90
    537    489  30.52  46.98
    537    490  30.52  47.06
    537    491  30.51  47.14
    537    492  30.51  47.22
    537    493  30.50  47.30
    537    494  30.50  47.38
    537    495  30.49  47.46
    537    496  30.49  47.54
    537    497  30.48  47.62
    537    498  30.48  47.70
    537    499  30.48  47.78
    537    500  30.47  47.86
    537    501  30.47  47.94
    537    502  30.46  48.02
    537    503  30.46  48.10
    537    504  30.45  48.18
    537    505  30.45  48.26
    537    506  30.45  48.34
    537    507  30.44  48.42
    537    508  30.44  48.50
    537    509  30.43  48.57
    537    510  30.43  48.65
    537    511  30.42  48.73
    537    512  30.42  48.81
    537    513  30.42  48.89
    537    514  30.41  48.96
    537    515  30.41  49.04
    537    516  30.40  49.12
    537    517  30.40  49.19
    537    518  30.39  49.27
    537    519  30.39  49.35
    537    520  30.39  49.43
    537    521  30.38  49.50
    537    522  30.38  49.58
    537    523  30.37  49.66
    537    524  30.37  49.73
    537    525  30.37  49.81
    537    526  30.36  49.88
    537    527  30.36  49.96
    537    528  30.35  50.04
    537    529  30.35  50.11
    537    530  30.35  50.19
    537    531  30.34  50.26
    537    532  30.34  50.34
    537    533  30.33  50.41
    537    534  30.33  50.49
    537    535  30.33  50.56
    537    536  30.32  50.64
    537    537  30.32  50.71
    537    538  30.31  50.79
    537    539  30.31  50.86
    537    540  30.31  50.94
    537    541  30.30  51.01
    537    542  30.30  51.08
    537    543  30.30  51.16
    537    544  30.29  51.23
    537    545  30.29  51.31
    537    546  30.28  51.38
    537    547  30.28  51.45
    537    548  30.28  51.53
    537    549  30.27  51.60
    537    550  30.27  51.67
    538    451  30.65  43.82
    538    452  30.64  43.90
    538    453  30.64  43.99
    538    454  30.63  44.08
    538    455  30.63  44.17
    538    456  30.62  44.25
    538    457  30.62  44.34
    538    458  30.61  44.43
    538    459  30.61  44.51
    538    460  30.60  44.60
    538    461  30.60  44.68
    538    462  30.59  44.77
    538    463  30.59  44.86
    538    464  30.58  44.94
    538    465  30.58  45.03
    538    466  30.57  45.11
    538    467  30.57  45.20
    538    468  30.56  45.28
    538    469  30.56  45.36
    538    470  30.55  45.45
    538    471  30.55  45.53
    538    472  30.54  45.62
    538    473  30.54  45.70
    538    474  30.53  45.78
    538    475  30.53  45.87
    538    476  30.52  45.95
    538    477  30.52  46.03
    538    478  30.51  46.12
    538    479  30.51  46.20
    538    480  30.50  46.28
    538    481  30.50  46.36
    538    482  30.49  46.45
    538    483  30.49  46.53
    538    484  30.48  46.61
    538    485  30.48  46.69
    538    486  30.47  46.77
    538    487  30.47  46.85
    538    488  30.47  46.94
    538    489  30.46  47.02
    538    490  30.46  47.10
    538    491  30.45  47.18
    538    492  30.45  47.26
    538    493  30.44  47.34
    538    494  30.44  47.42
    538    495  30.43  47.50
    538    496  30.43  47.58
    538    497  30.42  47.66
    538    498  30.42  47.74
    538    499  30.42  47.82
    538    500  30.41  47.90
    538    501  30.41  47.98
    538    502  30.40  48.06
    538    503  30.40  48.14
    538    504  30.39  48.21
    538    505  30.39  48.29
    538    506  30.39  48.37
    538    507  30.38  48.45
    538    508  30.38  48.53
    538    509  30.37  48.61
    538    510  30.37  48.68
    538    511  30.36  48.76
